"Provincia","Canton","SquareMetersConstruction","SquareMetersTerrain","Price"
"Alajuela","Alajuela",250,400,119700
"San José","Santa Ana",420,1291,349000
"San José","Santa Ana",400,1500,480000
"San José","Goicoechea",210,175,225000
"Heredia","Heredia",190,160,190000
"Heredia","Heredia",185,150,189000
"Heredia","Heredia",170,170,157000
"Alajuela","Alajuela",250,250,210000
"San José","Curridabat",320,160,228000
"Alajuela","Alajuela",200,250,175000
"San José","Santa Ana",450,450,779000
"San José","Vásquez de Coronado",110,140,87400
"Heredia","San Isidro",140,320,142500
"Heredia","San Isidro",140,320,142500
"Heredia","San Isidro",140,320,125000
"San José","Moravia",240,355,190000
"San José","Montes de Oca",210,175,220000
"Heredia","San Rafael",140,200,165000
"San José","Montes de Oca",193,110,150000
"San José","Montes de Oca",360,180,3e+05
"San José","Montes de Oca",232,418,230000
"San José","Goicoechea",0,0,47500
"San José","Montes de Oca",300,425,323000
"Alajuela","Alajuela",235,135,175000
"San José","Desamparados",100,270,310000
"San José","San José",0,0,140000
"San José","Moravia",156,160,180000
"San José","Curridabat",0,0,295000
"San José","Curridabat",0,0,115000
"San José","Montes de Oca",0,0,140000
"Heredia","Barva",250,300,250000
"Alajuela","Alajuela",1200,3500,950000
"San José","San José",350,370,280000
"San José","Curridabat",359,1309,875000
"San José","Santa Ana",212,210,210000
"Heredia","Heredia",130,140,142000
"Alajuela","Alajuela",175,282,210000
"Heredia","San Rafael",254,417,255000
"San José","San José",400,544,365000
"Heredia","Flores",305,695,4e+05
"Heredia","Heredia",158,170,155000
"Heredia","Santo Domingo",170,386,290000
"Heredia","Heredia",120,125,123500
"Heredia","Santo Domingo",300,450,385000
"Heredia","Heredia",156,156,114000
"Heredia","Heredia",320,540,323000
"Heredia","San Pablo",215,437,250000
"Heredia","San Rafael",358,1565,380000
"Cartago","La Unión",200,180,165000
"Cartago","El Guarco",200,300,100700
"Cartago","Cartago",80,130,57000
"Alajuela","San Ramón",100,300,34200
"San José","Santa Ana",225,300,320000
"San José","Curridabat",240,120,180000
"San José","Desamparados",200,300,83410
"Puntarenas","Garabito",200,300,NA
"San José","Curridabat",200,300,228000
"San José","San José",0,0,NA
"San José","Alajuelita",140,300,118940
"San José","Escazú",0,1000,575000
"Cartago","La Unión",195,204,160000
"Cartago","La Unión",180,200,165000
"Cartago","Cartago",0,0,NA
"San José","Desamparados",118,133,NA
"San José","Desamparados",0,1665,NA
"Guanacaste","Tilarán",120,594,7600000
"San José","San José",0,0,NA
"Heredia","Santo Domingo",600,5000,7e+05
"San José","Escazú",291,0,257000
"Heredia","Heredia",140,190,145000
"Cartago","Cartago",0,0,0.0019
"Cartago","Cartago",0,0,19000
"Cartago","El Guarco",0,0,89300
"Cartago","Paraíso",0,0,114000
"San José","San José",0,0,NA
"Alajuela","Grecia",65,747,76000
"San José","Vásquez de Coronado",215,120,104500
"Puntarenas","Esparza",220,7001,330000
"San José","San José",0,0,NA
"San José","Mora",420,1178,595000
"Heredia","San Pablo",160,211,144400
"Heredia","Santa Bárbara",170,200,161500
"Cartago","La Unión",200,169,161500
"Puntarenas","Puntarenas",245,454,332675.6208
"Puntarenas","Garabito",650,1335,1600000
"San José","Curridabat",200,270,280000
"Guanacaste","Carrillo",265,1294,349006.6034
"Alajuela","Atenas",360,510,585000
"Heredia","San Rafael",275,1320,375000
"Cartago","El Guarco",130,160,142824.045
"Heredia","Belén",129,180,149000
"Cartago","Paraíso",90,277,93100
"Cartago","La Unión",207,220,180000
"San José","Santa Ana",516,821,950000
"Cartago","Oreamuno",114,0,104500
"Heredia","San Rafael",290,1351,286000
"Heredia","Heredia",135,199,155000
"Heredia","Heredia",90,0,96000
"San José","Escazú",210,650,285000
"San José","Santa Ana",500,0,950000
"San José","Santa Ana",200,0,275000
"San José","Escazú",850,0,850000
"San José","Santa Ana",290,0,320000
"San José","Escazú",360,1000,445000
"Cartago","El Guarco",160,224,148200
"Heredia","Santo Domingo",190,245,250000
"Limón","Talamanca",240,320,190000
"San José","Escazú",950,1010,850000
"Puntarenas","Garabito",150,150,115000
"Guanacaste","Nicoya",60,522.46,70000
"Cartago","Cartago",0,0,114000
"Cartago","Cartago",0,0,85500
"Heredia","Santa Bárbara",146,359,95000
"Heredia","San Isidro",230,300,171000
"Heredia","Barva",400,760,425000
"Heredia","San Rafael",350,2000,350000
"Alajuela","Atenas",650,7000,7e+05
"Heredia","Heredia",164,150,198000
"Cartago","La Unión",115,120,91200
"Cartago","Cartago",119,119,76000
"Cartago","La Unión",130,140,136800
"Cartago","La Unión",360,1350,590000
"Heredia","San Pablo",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"Cartago","La Unión",130,140,118750
"San José","Moravia",95,160,120000
"Heredia","Santo Domingo",320,297,275000
"Alajuela","Alajuela",0,0,1800
"Heredia","Santo Domingo",220,200,180000
"Heredia","Heredia",0,700,174800
"San José","San José",0,0,NA
"Alajuela","Alajuela",0,150,98800
"San José","Mora",200,188,220000
"Heredia","Barva",140,160,136800
"Heredia","Heredia",140,145,140000
"Alajuela","Alajuela",200,246,112100
"San José","Escazú",0,11000,2900000
"Heredia","Heredia",0,0,161500
"San José","Vásquez de Coronado",258,1715,256500
"San José","Curridabat",1500,2800,1160000
"Cartago","La Unión",350,0,280000
"San José","Escazú",0,768,365000
"San José","Santa Ana",156,0,195000
"San José","Montes de Oca",150,350,215000
"San José","San José",300,372,250000
"Cartago","Cartago",115,133,91010
"Cartago","El Guarco",106,136,100700
"Cartago","Cartago",0,0,NA
"Guanacaste","Liberia",122,237,64410
"San José","San José",229,229,138510
"Limón","Guácimo",70,420,34200
"Limón","Limón",134,194,93100
"San José","Moravia",0,0,104500
"Limón","Pococí",78,220,23750
"Heredia","Barva",120,225,130000
"Heredia","Heredia",160,175,205000
"Puntarenas","Puntarenas",159,323,69350
"Alajuela","San Ramón",64,210,32870
"San José","San José",283,0,NA
"San José","Vásquez de Coronado",193,0,129200
"Heredia","Santo Domingo",150,222,174800
"Cartago","Cartago",143,143,110200
"Alajuela","Orotina",0,0,NA
"Heredia","San Isidro",150,2000,190000
"San José","Curridabat",350,392,295000
"San José","Santa Ana",162,170,220000
"San José","Escazú",100,0,135000
"San José","Desamparados",165,165,83410
"San José","Curridabat",110,250,161500
"San José","Vásquez de Coronado",803.18,1854.54,1600000
"Alajuela","Grecia",270,400,237500
"San José","Santa Ana",325,378,355000
"San José","Santa Ana",214,420,359000
"Alajuela","Alajuela",230,300,152000
"Alajuela","Alajuela",270,300,156750
"San José","Moravia",160,160,129200
"San José","Santa Ana",345,200,355000
"San José","Goicoechea",0,0,85500
"San José","Moravia",200,300,215000
"San José","Escazú",500,0,650000
"San José","Escazú",300,0,295000
"San José","Santa Ana",450,0,650000
"San José","Escazú",350,0,680000
"San José","Escazú",400,850,680000
"San José","Curridabat",220,325,299000
"San José","Curridabat",230,240,220000
"San José","Alajuelita",123,123,35150
"Cartago","Cartago",103,150,70110
"Cartago","Cartago",139,110,83410
"San José","San José",400,496,420000
"San José","Montes de Oca",170,180,198000
"San José","Aserrí",160,700,140000
"San José","Desamparados",0,156,81700
"San José","San José",58,58,41800
"San José","Tibás",117,117,106400
"Cartago","La Unión",185,145,157700
"Alajuela","Naranjo",160,670,184300
"Heredia","San Rafael",1038,5500,950000
"Heredia","San Isidro",230,824,265000
"Heredia","San Pablo",205,178,220000
"Limón","Guácimo",140,300,34200
"Cartago","El Guarco",200,300,100700
"Alajuela","San Ramón",100,300,34200
"San José","Desamparados",200,300,83410
"Cartago","La Unión",165,160,160000
"San José","Alajuelita",140,300,118940
"San José","Moravia",0,0,550000
"Alajuela","Poás",182,162,72200
"Heredia","San Pablo",220,300,240000
"Alajuela","Alajuela",0,0,NA
"Heredia","Heredia",0,0,NA
"Heredia","Heredia",170,240,155800
"San José","San José",140,140,127300
"Puntarenas","Garabito",110,250,145000
"Heredia","Belén",180,418,190000
"San José","Curridabat",196,0,114000
"San José","Montes de Oca",225,225,2e+05
"San José","San José",0,0,130000
"Heredia","Heredia",120,127,131100
"San José","San José",169,286,165000
"Puntarenas","Puntarenas",250,7000,365000
"Cartago","Cartago",150,187,237500
"Alajuela","San Carlos",95,294,60800
"San José","Curridabat",390,450,304000
"Heredia","San Isidro",600,12112,665000
"San José","Vásquez de Coronado",148,153,129200
"Alajuela","Alajuela",230,250,210000
"Guanacaste","Liberia",179,410,132000
"Alajuela","Alajuela",200,160,195000
"Heredia","San Pablo",335,174,240000
"Heredia","San Pablo",160,130,165300
"Alajuela","San Carlos",180,226,66500
"San José","Moravia",250,467,4e+05
"Alajuela","Alajuela",163,163,121600
"Alajuela","Atenas",85,252,120000
"San José","Moravia",250,186,210000
"Alajuela","Grecia",0,13388,75533.6659
"Guanacaste","Santa Cruz",159.77,404.54,121600
"Heredia","Heredia",0,0,665
"Heredia","Heredia",120,120,110200
"Alajuela","Atenas",200,7040,370000
"San José","Moravia",182,0,123500
"San José","Curridabat",270,251,235000
"San José","Curridabat",528,699,499000
"Alajuela","Alajuela",230,241,199500
"Alajuela","Naranjo",320,1700,237500
"Alajuela","Alajuela",150,198,119700
"Heredia","Heredia",200,126,123500
"San José","Escazú",350,0,680000
"San José","Santa Ana",500,0,950000
"San José","Desamparados",100,120,100700
"San José","Desamparados",80,80,60800
"San José","Santa Ana",200,0,275000
"San José","Escazú",334,0,360000
"San José","Escazú",334,0,360000
"Cartago","Cartago",110,139,83410
"San José","San José",300,338,270000
"Puntarenas","Garabito",90,450,95000
"Heredia","Heredia",185,135,160000
"San José","Curridabat",239,320,285000
"Cartago","La Unión",0,0,7e+05
"San José","Curridabat",0,0,590000
"San José","Alajuelita",128,150,123500
"San José","Tibás",200,147,123500
"Cartago","Cartago",175,350,220000
"Heredia","San Pablo",0,163.84,117800
"San José","San José",140,103,110200
"Alajuela","Atenas",500,7000,6e+05
"San José","Montes de Oca",176,176,165000
"Cartago","La Unión",129,129,125400
"Cartago","La Unión",136,150,140000
"Alajuela","Alajuela",144,983,247000
"Guanacaste","Liberia",457,80000,1500000
"Heredia","Heredia",115,120,93100
"Alajuela","Alajuela",150,258,98800
"Heredia","San Pablo",0,0,127300
"San José","Montes de Oca",200,227,230000
"Heredia","Heredia",136,176,140000
"Heredia","Belén",200,786,329000
"San José","Desamparados",0,0,NA
"Heredia","Heredia",140,126,135000
"Alajuela","Alajuela",170,362,228000
"Alajuela","Alajuela",160,1287,304000
"Heredia","Heredia",135,199,155000
"Alajuela","Alajuela",130,170,98800
"Heredia","Barva",280,420,360000
"San José","San José",160,180,77900
"Heredia","Heredia",0,139,89300
"San José","Curridabat",250,300,273410
"Cartago","Cartago",115,133,91010
"Limón","Guácimo",70,420,34200
"Guanacaste","Liberia",122,237,64410
"San José","San José",135,274,121410
"San José","San José",229,229,138510
"San José","Escazú",440,1243,650000
"Limón","Limón",134,194,93100
"Limón","Pococí",78,220,23750
"Puntarenas","Puntarenas",323,159,69350
"San José","Montes de Oca",235,430,230000
"Alajuela","San Ramón",64,210,32870
"San José","San José",165,165,83410
"Heredia","Santo Domingo",250,500,270000
"Alajuela","Alajuela",125,585,108300
"Alajuela","Alajuela",350,1180,550000
"San José","Curridabat",205,230,199000
"Alajuela","Atenas",140,205,150000
"Alajuela","Alajuela",129,1081,63929.8187
"Alajuela","Atenas",150,127,152000
"Alajuela","Atenas",240,1671,345000
"Cartago","Paraíso",160,200,106210
"Cartago","La Unión",200,140,165000
"Heredia","Santa Bárbara",500,7765,1600000
"Cartago","Cartago",128,160,123500
"San José","Goicoechea",0,0,87400
"Heredia","San Pablo",426,4366,950000
"San José","Escazú",250,0,250000
"Heredia","San Rafael",90,112,76000
"San José","Escazú",400,0,950000
"San José","Montes de Oca",525,3224,745000
"San José","Curridabat",438,1178,6e+05
"San José","Escazú",200,0,275000
"San José","Escazú",450,0,390000
"San José","Escazú",250,0,225000
"San José","Vásquez de Coronado",280,3200,260000
"Heredia","Heredia",0,0,87400
"Heredia","Heredia",85,120,125000
"Heredia","Heredia",254,291.48,249000
"San José","Moravia",220,208.5,260000
"San José","Moravia",260,234,159600
"San José","Moravia",230,208.5,260000
"Heredia","Santo Domingo",250,552,350000
"Heredia","Santo Domingo",250,552,350000
"Heredia","Heredia",254,291.48,249000
"Heredia","Santo Domingo",234,265,215000
"San José","Santa Ana",162,215,184000
"San José","San José",350,375,285000
"San José","San José",0,172,230000
"San José","Curridabat",0,0,2e+05
"San José","Moravia",250,350,2e+05
"San José","Goicoechea",350,300,247000
"Cartago","Cartago",110,120,60800
"Cartago","La Unión",160,120,161500
"Heredia","Santo Domingo",262,262,180000
"Cartago","Oreamuno",249,120,129200
"Cartago","Cartago",140,168,85500
"San José","Escazú",442,207,613105.7731
"Puntarenas","Puntarenas",536,4000,795000
"San José","Escazú",0,140,170000
"Alajuela","Alajuela",190,160,174800
"Heredia","Santa Bárbara",130,170,83600
"Alajuela","Alajuela",230,277,199500
"Alajuela","Alajuela",315,259,209000
"Heredia","San Rafael",125,125,110200
"Heredia","San Pablo",100,160,129200
"Heredia","Heredia",139,139,127300
"Heredia","Barva",185,200,119700
"Heredia","Barva",186,156,136800
"Heredia","Barva",115,156,123500
"Heredia","Barva",171,70,110200
"Alajuela","San Ramón",140,300,NA
"Puntarenas","Puntarenas",200,300,180500
"San José","Alajuelita",140,300,118940
"San José","Goicoechea",140,144,129200
"Guanacaste","Liberia",200,300,64600
"Heredia","Heredia",254,291.48,249000
"Guanacaste","Tilarán",110,1480,114000
"San José","Moravia",260,234,159600
"San José","Moravia",260,234,159600
"Cartago","El Guarco",200,300,100700
"Alajuela","San Ramón",100,300,34200
"San José","Moravia",230,208.5,260000
"Heredia","Santo Domingo",190,245,250000
"San José","Curridabat",0,0,130000
"San José","Goicoechea",140,144,129200
"Heredia","Heredia",254,291.48,249000
"Alajuela","Grecia",135,273,108300
"Alajuela","Grecia",192,285,179500
"San José","Desamparados",200,300,83410
"Guanacaste","Santa Cruz",250,1350,390000
"San José","Alajuelita",140,300,118940
"Heredia","Santo Domingo",190,120,NA
"Cartago","Cartago",320,250,330000
"Cartago","El Guarco",216,216,167200
"Cartago","La Unión",96,90,103000
"San José","Montes de Oca",253,210,235000
"Guanacaste","Santa Cruz",90,150,62700
"San José","Moravia",130,142,89300
"Cartago","La Unión",140,201.36,184300
"San José","Vásquez de Coronado",133,135,89300
"Heredia","Heredia",200,120,66500
"Heredia","Heredia",115,120,93100
"Heredia","San Rafael",120,125,114000
"Heredia","San Pablo",125,150,118750
"San José","Vásquez de Coronado",290,3512,199500
"Alajuela","Alajuela",101,171,132000
"Cartago","La Unión",102,154,83600
"Heredia","Sarapiquí",292,90001,123500
"San José","Alajuelita",168,168,106031.3031
"Heredia","Heredia",190,170,161500
"Heredia","Heredia",120,120,93100
"San José","San José",200,350,3e+05
"San José","Mora",0,0,135000
"Heredia","San Pablo",140,0,143000
"Heredia","Barva",167,167,127300
"Alajuela","Atenas",290,7005,465000
"Heredia","Santo Domingo",210,272,230000
"San José","Moravia",125,0,85500
"Heredia","Flores",235,281.6,3e+05
"San José","Curridabat",285,268,157000
"San José","Mora",184,320,189000
"Heredia","Heredia",129,139.63,150000
"San José","Aserrí",195,195,117800
"San José","Desamparados",107,107,115000
"Heredia","Heredia",72,125,112000
"Heredia","Heredia",141,141,110200
"San José","Curridabat",226,205,240000
"Cartago","Cartago",0,159,104500
"Limón","Limón",160,420,66500
"San José","Curridabat",146,186,131100
"San José","Escazú",400,600,3500
"San José","Escazú",300,0,290000
"San José","Santa Ana",500,0,650000
"Heredia","Heredia",80,115,133000
"San José","Santa Ana",500,0,650000
"San José","San José",650,850,650000
"San José","Santa Ana",190,226,240000
"Alajuela","San Carlos",95,140,64600
"San José","San José",300,470,475000
"San José","San José",230,0,270000
"San José","San José",300,337,340000
"Heredia","Heredia",254,291.48,249000
"Heredia","Heredia",254,291.48,249000
"Heredia","Heredia",254,291.48,249000
"Heredia","Heredia",254,291.48,249000
"San José","Goicoechea",140,144,129200
"Heredia","Heredia",254,291.48,249000
"Heredia","Santo Domingo",250,552,350000
"Cartago","Cartago",115,130,87400
"San José","San José",103,104,104500
"San José","Curridabat",320,400,330000
"San José","Desamparados",0,383,290000
"San José","San José",600,400,237500
"San José","Curridabat",240,355,240000
"San José","Curridabat",259,300,171000
"San José","Curridabat",0,0,325000
"San José","Curridabat",400,1000,4e+05
"San José","Curridabat",335,362,325000
"San José","Montes de Oca",150,170,148000
"San José","Montes de Oca",365,375,450000
"San José","Curridabat",450,511,6e+05
"San José","Curridabat",0,0,280000
"Heredia","Heredia",200,202,165000
"San José","Curridabat",150,150,110200
"Heredia","San Pablo",190,403,2e+05
"San José","Escazú",633,5411,6e+05
"San José","Pérez Zeledón",350,20000,295000
"San José","Pérez Zeledón",350,20000,295000
"Heredia","Heredia",140,126,135000
"Heredia","Heredia",120,120,79800
"Heredia","Heredia",130,158,98800
"Heredia","Barva",280,420,360000
"Heredia","Flores",246,246,198000
"Heredia","San Pablo",101,134,108000
"Heredia","San Isidro",289,731,265000
"Heredia","Heredia",170,195,215000
"Heredia","Heredia",160,210,135000
"Heredia","Heredia",200,315,238500
"San José","Escazú",250,825,395000
"Alajuela","Alajuela",580,3500,8e+05
"Alajuela","Atenas",400,3600,550000
"Alajuela","Grecia",220,280,161500
"Heredia","San Rafael",260,860,684
"Alajuela","Grecia",335,4182,425000
"Cartago","El Guarco",127,148,123500
"Cartago","La Unión",573,3600,840000
"San José","Santa Ana",208,347,254500
"San José","Mora",600,980,950000
"San José","Escazú",0,0,4e+05
"San José","San José",287,139,205000
"San José","Desamparados",282,508,3e+05
"San José","Desamparados",225,218,2e+05
"Heredia","Heredia",135,160,123500
"Heredia","Santo Domingo",237,265,210000
"Heredia","Heredia",160,185,198000
"Heredia","Heredia",142,160,178000
"Alajuela","Grecia",120,150,100700
"San José","Goicoechea",135,146,106400
"San José","Goicoechea",130,130,111150
"San José","Mora",180,1000,285000
"Alajuela","Alajuela",144,983,247000
"San José","Moravia",260,234,159600
"Cartago","Cartago",0,0,127300
"Cartago","Cartago",0,0,NA
"Heredia","Heredia",254,291.48,249000
"Guanacaste","Liberia",65,167,85000
"Heredia","Barva",350,468,304000
"Alajuela","Atenas",650,7000,7e+05
"Heredia","Heredia",90,330,145000
"Guanacaste","Nandayure",0,676,60800
"Guanacaste","Bagaces",130,6246,81700
"Heredia","San Isidro",280,3200,608000
"Alajuela","Atenas",150,140,152000
"Heredia","Barva",250,366,250000
"Puntarenas","Puntarenas",160,240,58900
"San José","Curridabat",0,0,170000
"San José","Montes de Oca",285,365,310000
"San José","Montes de Oca",457,850,650000
"Guanacaste","Nicoya",110,10000,152000
"San José","Escazú",590,3951,495000
"Heredia","Santo Domingo",250,552,350000
"San José","Moravia",220,208.5,260000
"San José","Moravia",260,234,159600
"San José","Goicoechea",140,144,129200
"San José","Curridabat",350,500,280000
"San José","Curridabat",350,0,335000
"Limón","Pococí",110,506,48000
"Heredia","Santa Bárbara",900,2158,595000
"Alajuela","Alajuela",450,382,617500
"Alajuela","Grecia",330,1000,325000
"San José","Vásquez de Coronado",1000,4218,1200000
"San José","San José",180,295,155000
"San José","Montes de Oca",220,288,255000
"San José","San José",150,0,148200
"San José","Montes de Oca",154,140,193000
"Heredia","San Pablo",147,150,159000
"San José","Vásquez de Coronado",210,640,280000
"Heredia","Heredia",174,160,176000
"San José","Santa Ana",251,348,401000
"San José","Santa Ana",169,129,220000
"San José","Escazú",215,120,230000
"Heredia","Santo Domingo",150,120,160000
"San José","Escazú",160,150,165000
"San José","Montes de Oca",224,140,190000
"San José","Curridabat",225,201,195000
"Guanacaste","Liberia",179,410,140000
"San José","San José",300,0,3e+05
"San José","Santa Ana",165,152,225000
"San José","Santa Ana",190,343,231000
"Heredia","San Rafael",74,74,118000
"Heredia","San Rafael",74,74,118000
"San José","Santa Ana",210,300,205000
"Puntarenas","Garabito",80,80,162000
"San José","Santa Ana",354,354,290000
"San José","Santa Ana",274,274,220000
"San José","Escazú",205,278,280000
"San José","Santa Ana",300,860,315000
"San José","Moravia",200,159,150000
"San José","San José",189,189,4e+05
"Alajuela","Alajuela",94,94,98500
"San José","Goicoechea",258,4366,226000
"San José","San José",120,120,140000
"San José","San José",74,74,106000
"Heredia","Heredia",71,71,66500
"San José","Curridabat",450,730,850000
"San José","Montes de Oca",170,180,198000
"San José","Curridabat",250,250,325000
"San José","Curridabat",0,0,135000
"San José","Curridabat",180,180,195000
"San José","Curridabat",0,0,280000
"San José","Curridabat",97,97,185000
"San José","Montes de Oca",120,170,165000
"San José","Curridabat",270,215,270000
"San José","Curridabat",200,150,240000
"San José","Montes de Oca",200,215,215000
"Cartago","La Unión",215,262,225000
"San José","Aserrí",225,150,131100
"Heredia","Heredia",122,175,145000
"San José","Escazú",200,0,249000
"Heredia","Santo Domingo",270,530,397000
"Heredia","Barva",163,138,142000
"Cartago","La Unión",85,85,150000
"San José","Escazú",220,0,215000
"Heredia","Santo Domingo",150,120,160000
"Heredia","Heredia",43.75,0,116000
"San José","Curridabat",337,0,895000
"San José","Santa Ana",120,150,215000
"Puntarenas","Garabito",0,0,NA
"Puntarenas","Garabito",0,0,NA
"Heredia","Barva",120,160,132050
"Puntarenas","Garabito",0,0,NA
"Heredia","Heredia",323,323,254600
"Heredia","Heredia",175,164,177840
"Heredia","Heredia",0,0,188100
"San José","Santa Ana",0,0,143000
"San José","Moravia",0,0,260000
"Heredia","Heredia",150,156,160000
"San José","San José",104,104,104500
"San José","Escazú",150,150,290000
"Alajuela","Alajuela",137,160,160000
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",230,192,2e+05
"Heredia","Heredia",0,0,NA
"San José","Curridabat",300,600,342000
"Puntarenas","Garabito",140,300,NA
"Guanacaste","Liberia",140,300,190000
"Alajuela","Alajuela",0,0,95000
"San José","Santa Ana",0,0,158000
"Guanacaste","Santa Cruz",189,0,195000
"San José","Escazú",206,0,303000
"Alajuela","Alajuela",0,0,1e+05
"San José","Curridabat",225,120,215000
"Heredia","Heredia",200,220,180000
"Heredia","Heredia",0,200,205000
"San José","Escazú",180,0,218000
"Alajuela","Alajuela",86,86,98000
"San José","Curridabat",230,0,250000
"Heredia","San Rafael",0,0,219000
"Heredia","Heredia",54,54,96000
"Heredia","Heredia",172,188,145000
"San José","Curridabat",165,165,190000
"Guanacaste","Nicoya",200,300,190000
"San José","Curridabat",150,125,150000
"San José","Escazú",0,0,215000
"San José","Curridabat",220,0,215000
"San José","Escazú",200,150,240000
"Heredia","Heredia",189,0,195000
"San José","Santa Ana",168,136,225000
"Heredia","Heredia",76,76,110200
"Cartago","El Guarco",140,140,138700
"San José","Desamparados",80,80,112000
"San José","Escazú",350,250,360000
"Heredia","Belén",187,175,220000
"San José","Escazú",180,0,295000
"San José","Curridabat",205,296,220000
"San José","Curridabat",210,55,235000
"Heredia","Heredia",215,290,240000
"San José","Escazú",162,290,280000
"Heredia","Heredia",260,323,475
"San José","Escazú",220,0,1e+06
"San José","Escazú",119,0,205000
"San José","San José",89,0,120000
"San José","San José",0,0,140000
"San José","Aserrí",120,135,117800
"San José","Curridabat",0,0,115000
"San José","Montes de Oca",0,0,140000
"San José","Santa Ana",291,491,4e+05
"San José","San José",0,0,175000
"Guanacaste","Liberia",200,300,190000
"San José","Curridabat",62,62,115000
"San José","Escazú",178,164,2e+05
"Heredia","Heredia",130,140,150000
"San José","Tibás",262,250,275000
"San José","Escazú",400,0,450000
"Guanacaste","Santa Cruz",300,0,1050000
"San José","Escazú",180,185,230000
"Heredia","Heredia",95,161,122500
"San José","San José",0,0,NA
"San José","Santa Ana",0,0,210000
"Cartago","La Unión",212,174,2e+05
"San José","Curridabat",154,120,157000
"San José","Escazú",260,290,325000
"Heredia","Flores",230,240,245000
"Puntarenas","Garabito",60,5000,165000
"Cartago","La Unión",152,140,190000
"Heredia","Heredia",140,175,138500
"San José","Santa Ana",240,269,279000
"San José","Montes de Oca",313,310,315000
"San José","Montes de Oca",170,180,198000
"San José","Escazú",0,0,409999
"San José","San José",102,0,118000
"Cartago","El Guarco",130,160,142500
"Puntarenas","Garabito",140,300,180500
"San José","Santa Ana",399,285,495000
"San José","Santa Ana",174,150,229000
"San José","Santa Ana",319,389,560000
"San José","Curridabat",220,203,230000
"Alajuela","Alajuela",87,87,117800
"Heredia","Heredia",175,165,198000
"San José","Santa Ana",147,184,185000
"Heredia","Flores",250,264,190000
"Heredia","Heredia",0,0,119700
"Heredia","Barva",190,160,190000
"San José","Santa Ana",160,0,158000
"San José","San José",0,87,125000
"San José","Santa Ana",208,0,170000
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",195,192,230000
"San José","Moravia",200,160,275000
"Cartago","La Unión",200,200,180000
"San José","Curridabat",230,192,2e+05
"Alajuela","Alajuela",137,217,150000
"San José","Moravia",145,140,145000
"Heredia","San Pablo",103,103,195000
"San José","Escazú",240,180,275000
"San José","Curridabat",230,192,2e+05
"San José","Escazú",250,270,350000
"San José","Santa Ana",72,630,102000
"San José","Santa Ana",72,630,102000
"Guanacaste","Liberia",200,300,190000
"Puntarenas","Garabito",200,300,180500
"San José","San José",160,0,150000
"San José","Curridabat",94,0,108000
"San José","Santa Ana",0,0,390000
"Heredia","Belén",187,175,220000
"San José","Escazú",230,150,285000
"San José","Aserrí",190,140,110000
"Puntarenas","Puntarenas",0,0,2300000
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",230,192,2e+05
"Puntarenas","Puntarenas",112,112,220000
"San José","Curridabat",230,192,2e+05
"San José","Santa Ana",291,491,4e+05
"San José","Tibás",120,120,106400
"San José","Curridabat",0,0,225000
"San José","Curridabat",0,0,180000
"San José","Curridabat",98,98,113000
"San José","Curridabat",0,0,220000
"San José","Curridabat",250,250,325000
"San José","Curridabat",0,0,135000
"San José","Curridabat",180,180,195000
"San José","Curridabat",0,0,280000
"San José","Curridabat",97,97,185000
"Heredia","Heredia",253,229,255000
"San José","Curridabat",1.25,1450,1100000
"San José","Escazú",220,200,270000
"San José","San José",0,0,NA
"Alajuela","San Ramón",80,400,81700
"San José","Montes de Oca",84,84,123000
"San José","Curridabat",230,192,2e+05
"Heredia","Belén",0,0,190000
"Heredia","San Pablo",120,90,124000
"San José","Escazú",124,124,229000
"San José","Curridabat",214,236,230000
"San José","Curridabat",147,126,170000
"San José","Santa Ana",141,0,165000
"San José","Curridabat",230,192,2e+05
"San José","Curridabat",230,0,250000
"San José","San José",160,0,2e+05
"San José","Curridabat",240,256,315000
"San José","Mora",125.43,0,191500
"San José","Mora",125.43,0,191500
"San José","Curridabat",95.42,0,165500
"San José","Curridabat",109.72,0,176250
"San José","Curridabat",119.74,0,205500
"San José","Moravia",0,114.58,117000
"San José","San José",134,0,165000
"San José","Escazú",280,280,425000
"San José","Curridabat",77,0,123000
"San José","San José",70,0,110000
"San José","San José",360,179,275000
"San José","San José",94,94,157000
"Alajuela","Alajuela",85,0,95000
"San José","San José",121,0,185000
"San José","Curridabat",105,105,139000
"Cartago","La Unión",77,77,89300
"San José","Montes de Oca",78,93,147000
"San José","Escazú",100,100,140000
"San José","Escazú",200,175,230000
"San José","Escazú",91,0,187500
"San José","Escazú",91,0,187500
"San José","Escazú",133,0,265000
"San José","Escazú",133,0,265000
"Puntarenas","Garabito",268,268,8e+05
"Heredia","Heredia",70,0,108000
"San José","Curridabat",146,146,155000
"San José","Santa Ana",91,0,160000
"San José","Santa Ana",75,0,125000
"San José","San José",88,0,155000
"San José","San José",55,0,105000
"San José","Tibás",70,70,185000
"San José","Escazú",150,95,150000
"San José","San José",95,0,199000
"San José","San José",120,120,700
"San José","Vásquez de Coronado",0,0,342
"San José","Moravia",0,0,NA
"Heredia","Heredia",0,0,90250
